,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
21507,1600000US5176464,region.place,2013,42123.0,27477.0,53623.0,38170.0,32491.0,61537.0,74919.0,32112.0,26597.0,38464.0,4.2,14.2,1.3,15.2,14.4,10.5,9.3,13.7,17.2,Sugarland Run,VA
21509,1600000US5130176,region.place,2013,62500.0,43791.0,85370.0,71671.0,54180.0,81076.0,92194.0,34495.0,30163.0,50259.0,1.2,4.8,0.6,9.2,13.2,12.8,8.7,18.9,30.6,Gainesville,VA
21510,1600000US5139064,region.place,2013,61262.0,45160.0,64716.0,57262.0,51816.0,64929.0,80742.0,41163.0,20794.0,42530.0,2.2,7.6,1.0,9.4,13.2,19.3,8.4,16.3,22.6,Huntington,VA
21512,1600000US5147296,region.place,2013,67697.0,53112.0,102529.0,93964.0,65742.0,96473.0,98586.0,38828.0,36383.0,61301.0,0.4,5.7,0.4,4.6,10.9,16.7,5.1,13.0,43.2,Lowes Island,VA
21518,1600000US5119560,region.place,2013,55074.0,40800.0,82248.0,67368.0,52826.0,67941.0,92286.0,35326.0,29231.0,52325.0,1.7,4.8,1.0,9.8,14.4,15.8,7.3,18.5,26.7,Countryside,VA
21521,1600000US5130618,region.place,2013,63036.0,7240.0,89250.0,9670.0,8211.0,84833.0,84539.0,18786.0,26429.0,40208.0,3.3,7.9,1.2,6.8,10.0,9.7,4.2,22.9,34.0,George Mason,VA
21522,1600000US5183136,region.place,2013,49673.0,30982.0,63611.0,51807.0,41512.0,48056.0,91705.0,45682.0,30985.0,38162.0,2.2,11.4,0.1,10.4,18.8,17.7,7.6,13.2,18.6,Warrenton,VA
21524,1600000US5123984,region.place,2013,85775.0,49432.0,108702.0,84572.0,72236.0,68125.0,114669.0,50761.0,13938.0,27391.0,0.8,2.8,0.8,7.6,6.6,12.2,3.6,16.0,49.6,Dunn Loring,VA
21526,1600000US5187333,region.place,2013,56382.0,43782.0,75824.0,55477.0,46944.0,56333.0,86880.0,28419.0,25485.0,31947.0,0.7,6.3,0.3,11.1,17.8,15.6,5.1,12.1,31.0,Woodburn,VA
21532,1600000US5128528,region.place,2013,82500.0,52632.0,129615.0,114730.0,81840.0,82059.0,110000.0,25125.0,4669.0,54125.0,2.1,4.1,1.4,4.1,6.9,6.2,4.9,13.6,56.7,Floris,VA
21554,1600000US5144430,region.place,2013,66862.0,43640.0,83534.0,68750.0,57946.0,85237.0,98203.0,32247.0,25132.0,41477.0,1.4,5.2,1.8,10.1,10.2,11.5,8.9,16.9,34.0,Laurel Hill,VA
21555,1600000US5188176,region.place,2013,42006.0,33799.0,52036.0,39082.0,36852.0,60644.0,58250.0,34444.0,30386.0,45188.0,3.5,13.4,1.4,16.5,18.2,21.6,4.0,9.9,11.5,Yorkshire,VA
21559,1600000US5157560,region.place,2013,54263.0,39181.0,45651.0,38333.0,38825.0,42404.0,105691.0,24496.0,25625.0,44524.0,6.4,12.2,1.5,11.7,18.2,12.8,6.2,11.4,19.6,North Springfield,VA
21562,1600000US5143430,region.place,2013,41089.0,24412.0,65281.0,52263.0,41750.0,56842.0,60323.0,22719.0,21923.0,44240.0,3.4,14.9,0.5,11.1,11.6,15.7,9.8,11.3,21.7,Lake,VA
21563,1600000US5165128,region.place,2013,25992.0,19493.0,25517.0,24485.0,23693.0,53750.0,70250.0,33305.0,25000.0,33214.0,8.6,39.1,0.5,19.9,14.7,6.7,2.8,4.4,3.3,Quantico Base,VA
21565,1600000US5130208,region.place,2013,24500.0,19389.0,42776.0,24953.0,21741.0,40583.0,41542.0,25146.0,15977.0,23202.0,4.2,33.5,5.5,15.5,22.4,6.5,3.8,3.7,4.9,Galax,VA
21566,1600000US5102112,region.place,2013,63750.0,35219.0,89679.0,76714.0,54443.0,81024.0,103472.0,38611.0,32279.0,54750.0,1.9,6.0,0.3,5.5,12.8,12.0,6.0,24.0,31.5,Aquia Harbour,VA
21567,1600000US5105928,region.place,2013,68667.0,49118.0,82423.0,75332.0,58772.0,58326.0,101111.0,44632.0,23917.0,39901.0,1.0,6.3,0.8,7.7,13.5,12.4,5.4,15.5,37.4,Belle Haven,VA
21571,1600000US5174120,region.place,2013,90184.0,49833.0,131952.0,112870.0,88000.0,91273.0,123102.0,45192.0,15703.0,38472.0,1.5,0.8,0.7,1.4,5.6,9.3,4.4,15.7,60.6,South Run,VA
21574,1600000US5105544,region.place,2013,31417.0,14250.0,43029.0,33654.0,21799.0,37083.0,46480.0,15508.0,16467.0,29028.0,6.8,12.0,3.8,20.1,26.0,11.3,8.8,6.7,4.5,Bedford,VA
21578,1600000US5126128,region.place,2013,34028.0,7247.0,39654.0,25250.0,13024.0,36125.0,44271.0,30610.0,37625.0,34153.0,4.5,12.3,0.9,26.4,32.7,13.4,2.3,2.3,5.2,Ettrick,VA
21579,1600000US5119728,region.place,2013,27054.0,19397.0,37578.0,32188.0,23992.0,43523.0,58393.0,24632.0,30291.0,26719.0,4.1,28.0,2.5,19.5,19.4,12.5,5.9,5.6,2.5,Covington,VA
21587,1600000US5164152,region.place,2013,52533.0,43094.0,66845.0,53649.0,47222.0,53971.0,107660.0,41176.0,11875.0,45167.0,1.6,5.7,2.6,12.2,16.4,16.2,9.2,13.8,22.3,Potomac Mills,VA
21606,1600000US5106968,region.place,2013,41055.0,31456.0,80865.0,59015.0,39654.0,85349.0,54750.0,31776.0,23646.0,43211.0,1.6,5.8,1.8,14.7,22.9,9.0,9.1,11.2,23.9,Berryville,VA
21610,1600000US5180120,region.place,2013,47877.0,40081.0,75344.0,57000.0,47137.0,53681.0,92703.0,38523.0,12134.0,48913.0,2.4,4.5,0.7,8.9,24.6,13.9,4.7,25.2,15.1,University Center,VA
21613,1600000US5117440,region.place,2013,33036.0,24779.0,36406.0,30551.0,29172.0,51094.0,51316.0,28681.0,16429.0,28661.0,6.7,12.8,3.0,28.3,20.6,15.4,3.1,3.6,6.5,Clifton Forge,VA
21614,1600000US5146328,region.place,2013,45553.0,26629.0,41797.0,26102.0,26227.0,53472.0,96538.0,31786.0,19679.0,24565.0,5.4,11.5,7.5,16.0,23.6,10.5,5.8,9.9,9.8,Loch Lomond,VA
21623,1600000US5184960,region.place,2013,41949.0,33365.0,41310.0,36754.0,35195.0,37973.0,47386.0,37466.0,21429.0,39489.0,3.3,11.7,4.0,18.0,24.4,26.1,3.3,4.9,4.3,West Point,VA
21636,1600000US5137336,region.place,2013,27256.0,20378.0,40913.0,30833.0,26535.0,78125.0,38684.0,27672.0,21438.0,26928.0,4.8,24.2,3.7,19.2,16.7,15.5,7.3,6.0,2.6,Hillsville,VA
21639,1600000US5133488,region.place,2013,28661.0,25636.0,43846.0,35167.0,28558.0,46750.0,32143.0,27257.0,19500.0,40063.0,3.5,22.8,2.0,23.3,22.0,10.9,6.3,4.9,4.3,Grottoes,VA
21641,1600000US5120160,region.place,2013,38125.0,18333.0,33304.0,31140.0,25388.0,40505.0,81250.0,30512.0,17831.0,31979.0,7.9,17.0,1.0,24.6,24.5,12.5,4.0,5.7,2.8,Crewe,VA
21652,1600000US5117952,region.place,2013,33304.0,17330.0,34559.0,23708.0,22792.0,25208.0,125804.0,42944.0,14688.0,14500.0,15.6,27.5,2.1,6.8,14.8,18.2,3.0,6.5,5.5,Coeburn,VA
21655,1600000US5130496,region.place,2013,28265.0,18667.0,38594.0,27150.0,23563.0,36417.0,78036.0,21563.0,25184.0,20078.0,11.8,15.5,2.8,24.9,14.8,13.1,5.2,3.7,8.2,Gate City,VA
21663,1600000US5175024,region.place,2013,29181.0,15250.0,38359.0,23563.0,17456.0,40714.0,42813.0,16644.0,15750.0,32143.0,5.5,20.0,2.7,26.8,30.7,4.1,5.7,0.9,3.6,Stanley,VA
21669,1600000US5175344,region.place,2013,36563.0,25954.0,46357.0,40250.0,31232.0,50833.0,51667.0,31058.0,21250.0,32813.0,3.4,17.8,2.7,16.1,28.4,15.2,3.8,5.5,7.1,Stephens City,VA
21678,1600000US5138552,region.place,2013,35417.0,25455.0,35804.0,26786.0,25972.0,32386.0,49313.0,29219.0,17159.0,24000.0,7.3,20.6,4.3,16.7,26.6,13.7,5.5,3.2,2.1,Horse Pasture,VA
21682,1600000US5126416,region.place,2013,38971.0,31250.0,29722.0,24507.0,25060.0,38482.0,67083.0,23047.0,23125.0,45234.0,7.6,24.0,3.9,12.4,28.1,9.5,8.3,1.7,4.5,Exmore,VA
21685,1600000US5121648,region.place,2013,32450.0,23603.0,38676.0,31299.0,27394.0,37250.0,52500.0,25800.0,22422.0,30396.0,5.8,17.6,1.1,26.7,19.7,14.1,3.5,5.9,5.6,Dayton,VA
21720,1600000US5149656,region.place,2013,28707.0,26219.0,43571.0,26136.0,26201.0,28015.0,159821.0,11354.0,32868.0,32150.0,11.6,12.6,3.2,30.9,6.2,8.2,2.5,9.2,15.6,Marshall,VA
21746,1600000US5169936,region.place,2013,37500.0,27500.0,48839.0,41458.0,32009.0,35063.0,47708.0,25972.0,6923.0,48304.0,2.6,15.3,1.0,16.4,26.6,18.7,7.2,3.8,8.4,St. Paul,VA
21752,1600000US5160680,region.place,2013,37500.0,30917.0,34722.0,29402.0,30299.0,45000.0,66500.0,20278.0,30781.0,30417.0,3.2,23.5,2.7,19.5,25.4,12.2,5.9,3.5,4.1,Parksley,VA
21895,1600000US5185600,region.place,2013,32625.0,22750.0,40987.0,30694.0,25625.0,35625.0,15000.0,31406.0,35833.0,24531.0,7.4,16.4,2.5,24.6,27.0,9.0,9.0,0.8,3.3,White Stone,VA
21997,1600000US5010675,region.place,2013,36781.0,14619.0,45015.0,20511.0,16705.0,35853.0,52070.0,24622.0,16504.0,30676.0,3.6,16.5,2.1,19.7,22.0,13.2,5.6,8.6,8.7,Burlington,VT
21999,1600000US5061225,region.place,2013,29962.0,20886.0,43590.0,32301.0,25439.0,39313.0,51440.0,25635.0,19847.0,28470.0,2.5,20.5,1.5,22.8,19.8,16.0,6.3,7.2,3.4,Rutland,VT
22003,1600000US5046000,region.place,2013,46543.0,31043.0,50869.0,41205.0,36024.0,39853.0,54390.0,24000.0,24375.0,40166.0,2.0,7.6,0.4,13.3,28.0,20.4,8.7,10.9,8.7,Montpelier,VT
22014,1600000US5074650,region.place,2013,34234.0,22400.0,50536.0,39671.0,27335.0,51827.0,52652.0,22969.0,42639.0,31293.0,2.0,14.3,0.8,16.2,23.1,29.1,6.5,7.1,0.9,Vergennes,VT
22025,1600000US5056800,region.place,2013,41250.0,7500.0,36719.0,15000.0,10611.0,47500.0,49141.0,28750.0,21563.0,27366.0,2.3,8.1,1.4,27.0,36.0,12.5,6.2,5.1,1.4,Poultney,VT
22117,1600000US5363000,region.place,2013,51774.0,34599.0,64622.0,44669.0,39412.0,52239.0,66749.0,27923.0,21686.0,35111.0,2.2,8.2,1.4,11.6,17.5,15.7,7.4,13.9,22.1,Seattle,WA
22123,1600000US5322640,region.place,2013,37969.0,25505.0,46066.0,36128.0,31165.0,53764.0,64366.0,30497.0,19232.0,36026.0,2.2,15.1,1.6,18.4,22.6,14.6,7.5,10.5,7.5,Everett,WA
22124,1600000US5357745,region.place,2013,44320.0,32160.0,53329.0,41893.0,37077.0,53716.0,69085.0,32264.0,21548.0,42257.0,1.3,9.9,1.0,16.8,22.1,16.4,7.2,12.6,12.7,Renton,WA
22125,1600000US5380010,region.place,2013,30596.0,18664.0,36803.0,24577.0,21214.0,46566.0,63319.0,21932.0,18015.0,30179.0,5.2,25.1,1.9,20.4,20.4,10.9,4.6,5.9,5.6,Yakima,WA
22126,1600000US5323515,region.place,2013,40107.0,27246.0,51341.0,37646.0,32207.0,49152.0,66554.0,31682.0,21634.0,38432.0,2.8,11.9,1.8,15.9,22.1,17.3,6.6,11.2,10.4,Federal Way,WA
22131,1600000US5303180,region.place,2013,41213.0,26556.0,51713.0,39768.0,33263.0,54737.0,64216.0,32326.0,22885.0,37833.0,2.5,10.8,1.3,17.2,22.2,16.4,7.3,11.7,10.6,Auburn,WA
22139,1600000US5361115,region.place,2013,72052.0,41892.0,123532.0,109436.0,78270.0,97788.0,111603.0,42569.0,34667.0,51675.0,0.5,3.0,0.8,4.7,7.6,8.7,4.8,14.8,55.1,Sammamish,WA
22141,1600000US5308850,region.place,2013,38517.0,25423.0,45379.0,31804.0,28535.0,46676.0,60304.0,27412.0,20471.0,33451.0,2.2,15.9,1.9,19.6,21.4,15.4,5.6,9.4,8.6,Burien,WA
22145,1600000US5356695,region.place,2013,41509.0,26086.0,55298.0,44596.0,34186.0,54721.0,70057.0,31808.0,24962.0,40547.0,1.7,10.5,0.8,15.9,20.4,20.3,7.6,10.9,11.9,Puyallup,WA
22160,1600000US5314940,region.place,2013,59036.0,37585.0,107542.0,90681.0,58648.0,95459.0,95791.0,31579.0,70060.0,53201.0,1.7,3.5,2.3,6.4,9.5,13.3,4.8,14.3,44.2,Cottage Lake,WA
22162,1600000US5343150,region.place,2013,55226.0,37529.0,76828.0,68287.0,53165.0,76750.0,74354.0,43329.0,29750.0,52381.0,0.3,5.5,1.0,8.9,13.6,17.5,10.0,20.6,22.6,Maple Valley,WA
22163,1600000US5345005,region.place,2013,77411.0,43346.0,122254.0,104359.0,75052.0,72532.0,109910.0,47804.0,16016.0,53031.0,1.0,2.4,1.0,4.3,6.7,9.8,5.5,14.4,54.9,Mercer Island,WA
22166,1600000US5373307,region.place,2013,66218.0,40742.0,120718.0,93463.0,62281.0,79653.0,107857.0,43071.0,19267.0,48836.0,0.9,4.3,1.0,4.6,11.7,8.8,6.9,11.2,50.6,Union Hill-Novelty Hill,WA
22170,1600000US5335170,region.place,2013,52909.0,36652.0,80464.0,52717.0,43278.0,70208.0,69683.0,33000.0,23002.0,40996.0,1.7,6.9,0.7,10.3,16.7,11.3,7.3,18.0,27.1,Kenmore,WA
22171,1600000US5319630,region.place,2013,46205.0,32475.0,76410.0,62789.0,45464.0,66217.0,71127.0,38079.0,55610.0,50469.0,2.3,4.7,0.7,11.7,16.4,15.7,8.0,21.0,19.5,Eastmont,WA
22174,1600000US5323160,region.place,2013,52795.0,34275.0,76858.0,57128.0,43849.0,68879.0,70379.0,41424.0,22112.0,40401.0,0.7,5.1,0.4,11.1,15.3,16.6,9.5,17.9,23.4,Fairwood,WA
22178,1600000US5372625,region.place,2013,37963.0,23415.0,36569.0,30378.0,27229.0,43497.0,52778.0,25418.0,17014.0,36064.0,4.2,20.1,1.0,22.0,20.5,15.5,4.6,6.2,5.9,Tukwila,WA
22181,1600000US5325475,region.place,2013,41966.0,27491.0,53203.0,48167.0,39144.0,56378.0,68125.0,33434.0,23963.0,41908.0,2.5,7.3,1.7,12.9,24.6,24.4,8.5,12.8,5.3,Frederickson,WA
22183,1600000US5345865,region.place,2013,60217.0,39824.0,81136.0,68217.0,51333.0,70210.0,81496.0,36326.0,26964.0,45198.0,0.2,4.3,0.8,7.4,15.0,15.5,8.7,21.2,26.9,Mill Creek,WA
22187,1600000US5372905,region.place,2013,46654.0,31971.0,57264.0,48299.0,39393.0,53696.0,66610.0,35682.0,27225.0,40006.0,0.4,9.5,2.3,12.5,21.2,22.8,9.3,13.9,8.1,Tumwater,WA
22189,1600000US5307170,region.place,2013,48926.0,36158.0,61667.0,50527.0,43220.0,62830.0,63611.0,44146.0,31020.0,46477.0,3.1,5.7,1.2,11.4,19.6,19.5,10.8,16.0,12.7,Bonney Lake,WA
22191,1600000US5307395,region.place,2013,49574.0,37472.0,70455.0,54323.0,46345.0,64356.0,66538.0,41577.0,24338.0,46787.0,0.9,7.1,0.8,9.6,20.8,17.2,9.1,17.5,17.0,Bothell West,WA
22192,1600000US5349940,region.place,2013,38761.0,29962.0,50965.0,43424.0,35346.0,44578.0,75323.0,26996.0,22688.0,41026.0,1.1,11.8,1.4,18.2,26.1,15.9,7.5,12.4,5.6,North Lynnwood,WA
22197,1600000US5368750,region.place,2013,25119.0,15513.0,29282.0,19879.0,17743.0,38314.0,61493.0,18276.0,17407.0,27368.0,8.7,32.4,2.6,21.8,17.1,7.3,1.5,3.2,5.4,Sunnyside,WA
22198,1600000US5301990,region.place,2013,37726.0,23547.0,55887.0,42739.0,32071.0,49042.0,60000.0,31615.0,24236.0,32906.0,2.8,10.8,2.2,14.1,21.0,18.6,6.6,10.5,13.4,Anacortes,WA
22204,1600000US5337420,region.place,2013,46151.0,31606.0,53940.0,36250.0,33442.0,57955.0,59135.0,28899.0,20787.0,42684.0,2.5,9.4,1.3,17.3,21.0,18.5,7.8,11.7,10.5,Lakeland North,WA
22205,1600000US5324915,region.place,2013,28182.0,20455.0,28902.0,27449.0,26252.0,42727.0,63641.0,39883.0,33750.0,31169.0,3.2,29.6,2.1,27.3,23.8,10.8,0.8,1.7,0.7,Fort Lewis,WA
22206,1600000US5337430,region.place,2013,45407.0,29906.0,63096.0,50512.0,37298.0,53571.0,54875.0,39705.0,50018.0,41902.0,1.6,9.5,2.1,15.3,15.7,23.3,6.0,15.4,11.1,Lakeland South,WA
22207,1600000US5320155,region.place,2013,34484.0,21875.0,42463.0,31540.0,25637.0,39070.0,66094.0,28807.0,19264.0,33072.0,2.7,19.8,1.6,17.8,27.4,13.7,4.1,6.6,6.3,East Wenatchee,WA
22209,1600000US5337270,region.place,2013,62645.0,35938.0,94414.0,71268.0,52317.0,75957.0,78023.0,45000.0,51224.0,36550.0,0.4,5.9,1.7,6.5,11.7,12.3,9.8,16.2,35.5,Lake Forest Park,WA
22212,1600000US5377665,region.place,2013,45984.0,30591.0,72728.0,62878.0,42262.0,65650.0,92885.0,32196.0,25040.0,40044.0,0.9,7.7,1.6,11.7,15.6,15.9,10.4,13.7,22.5,West Richland,WA
22220,1600000US5374305,region.place,2013,53920.0,26250.0,84375.0,47275.0,36358.0,46607.0,53370.0,27371.0,30170.0,36451.0,1.3,6.1,2.5,10.1,12.3,19.7,4.4,16.7,26.9,Vashon,WA
22223,1600000US5342415,region.place,2013,55165.0,34697.0,73641.0,52416.0,43771.0,70294.0,73542.0,42079.0,26071.0,41799.0,0.7,6.8,1.0,12.5,15.5,18.7,5.6,10.7,28.5,Maltby,WA
22229,1600000US5337567,region.place,2013,54975.0,32292.0,71042.0,61612.0,45996.0,63446.0,72581.0,41000.0,26125.0,51551.0,0.6,5.4,0.8,12.6,15.4,15.3,11.7,17.8,20.4,Lake Morton-Berrydale,WA
22237,1600000US5355855,region.place,2013,32740.0,17092.0,42560.0,28277.0,21923.0,38065.0,33662.0,16324.0,4643.0,21505.0,5.4,15.4,6.4,15.9,27.1,12.6,4.2,6.5,6.5,Port Townsend,WA
22238,1600000US5354213,region.place,2013,48319.0,33641.0,66238.0,54869.0,42219.0,48750.0,81424.0,36008.0,25469.0,50318.0,1.0,7.4,0.7,10.3,19.6,17.1,10.2,16.5,17.2,Picnic Point,WA
22243,1600000US5332300,region.place,2013,32118.0,20101.0,42523.0,28432.0,23283.0,43429.0,61071.0,28705.0,9479.0,27064.0,1.8,15.0,3.0,25.1,29.1,14.4,2.6,7.1,1.9,Hoquiam,WA
22247,1600000US5306190,region.place,2013,40438.0,30592.0,51116.0,39581.0,37068.0,73778.0,43971.0,41909.0,25357.0,31006.0,2.8,12.8,0.7,13.4,26.1,14.1,8.2,11.8,10.1,Birch Bay,WA
22249,1600000US5322080,region.place,2013,29337.0,21556.0,52671.0,34107.0,27367.0,38086.0,46705.0,29455.0,21069.0,31692.0,0.8,17.4,0.7,27.9,16.0,15.2,8.6,9.4,4.0,Ephrata,WA
22256,1600000US5326735,region.place,2013,50118.0,21904.0,62917.0,50662.0,33039.0,62824.0,74643.0,17414.0,22589.0,30208.0,2.8,12.1,2.0,9.9,16.5,17.3,3.7,15.3,20.4,Gig Harbor,WA
22259,1600000US5312630,region.place,2013,26368.0,17126.0,31395.0,19783.0,18510.0,33859.0,16378.0,23641.0,14519.0,22034.0,7.5,24.3,6.7,30.3,17.2,7.7,0.5,5.0,0.8,Clarkston,WA
22261,1600000US5363280,region.place,2013,34327.0,23908.0,45236.0,31647.0,30167.0,46429.0,63000.0,31563.0,21545.0,31642.0,5.2,17.3,2.6,18.8,18.3,12.7,7.9,11.1,6.1,Selah,WA
22263,1600000US5346020,region.place,2013,47500.0,36294.0,56632.0,44458.0,40256.0,55403.0,54395.0,43333.0,25865.0,48463.0,1.5,4.7,0.6,16.8,23.8,25.7,5.3,14.6,7.0,Milton,WA
22273,1600000US5379555,region.place,2013,61607.0,41754.0,78833.0,53400.0,48284.0,62583.0,75114.0,49357.0,51364.0,43868.0,1.4,7.2,1.3,6.7,14.0,17.9,3.9,14.6,33.0,Wollochet,WA
22277,1600000US5349415,region.place,2013,51071.0,29792.0,81190.0,65059.0,48607.0,57181.0,108750.0,53021.0,22083.0,25923.0,0.5,8.6,0.8,13.2,7.7,17.0,7.8,16.3,28.1,Normandy Park,WA
22285,1600000US5367770,region.place,2013,41234.0,33603.0,52857.0,48297.0,40800.0,56731.0,83542.0,33945.0,4324.0,38153.0,2.6,9.2,2.6,13.4,22.4,19.0,7.5,9.4,13.9,Steilacoom,WA
22291,1600000US5379825,region.place,2013,44830.0,34757.0,77125.0,65023.0,46331.0,72321.0,71071.0,41437.0,27552.0,55485.0,0.6,9.1,0.2,11.2,14.4,13.2,13.1,14.9,23.3,Woods Creek,WA
22292,1600000US5304100,region.place,2013,33750.0,12950.0,24384.0,23065.0,22233.0,31510.0,23712.0,32438.0,8250.0,38295.0,3.8,46.2,1.5,15.0,18.3,6.9,2.1,4.2,2.0,Bangor Base,WA
22308,1600000US5306505,region.place,2013,49038.0,26458.0,57399.0,51577.0,39023.0,50917.0,74000.0,32606.0,23309.0,49928.0,5.3,2.3,2.3,10.5,18.6,29.3,4.0,7.8,19.9,Blaine,WA
22309,1600000US5314485,region.place,2013,35027.0,21754.0,32298.0,18766.0,20573.0,36250.0,40739.0,21875.0,21250.0,25493.0,0.4,28.6,3.7,19.9,20.0,17.8,4.4,1.8,3.4,Connell,WA
22313,1600000US5346215,region.place,2013,61354.0,38077.0,98672.0,93988.0,54659.0,65547.0,96792.0,30156.0,65500.0,36250.0,0.8,4.6,3.4,6.0,9.8,11.5,8.6,21.0,34.3,Mirrormont,WA
22319,1600000US5376615,region.place,2013,49545.0,35285.0,63158.0,48088.0,40453.0,59722.0,73063.0,38438.0,27917.0,46932.0,0.9,9.0,0.1,14.6,17.9,19.7,13.8,10.8,13.2,Wauna,WA
22324,1600000US5369170,region.place,2013,41471.0,25360.0,51938.0,37500.0,31461.0,44732.0,51071.0,30982.0,28750.0,34241.0,1.3,13.1,1.8,19.0,18.9,19.2,6.5,9.7,10.5,Suquamish,WA
22350,1600000US5340105,region.place,2013,49152.0,26875.0,50529.0,41477.0,34961.0,52266.0,52639.0,35875.0,20542.0,31600.0,1.9,14.4,1.0,9.4,23.7,16.7,9.1,12.6,11.2,Longbranch,WA
22363,1600000US5313365,region.place,2013,105263.0,53036.0,196827.0,153214.0,101471.0,135750.0,160417.0,54375.0,16042.0,26842.0,0.6,3.2,0.7,2.7,6.5,4.6,3.5,6.3,71.9,Clyde Hill,WA
22371,1600000US5309820,region.place,2013,37344.0,27143.0,54006.0,45000.0,38280.0,48981.0,76719.0,40423.0,24773.0,43036.0,1.3,7.7,2.2,11.0,31.8,14.7,10.1,13.3,7.9,Canyon Creek,WA
22374,1600000US5313785,region.place,2013,33167.0,20000.0,42772.0,34205.0,24266.0,48421.0,71458.0,20571.0,12768.0,26008.0,3.4,27.3,2.5,10.4,19.6,14.5,4.2,11.3,6.8,Colfax,WA
22383,1600000US5339860,region.place,2013,61106.0,35156.0,61136.0,55724.0,47450.0,65724.0,81667.0,40852.0,36528.0,54485.0,5.3,4.3,3.0,6.6,8.4,29.0,12.4,20.1,10.9,Lochsloy,WA
22401,1600000US5312945,region.place,2013,35169.0,23636.0,58688.0,21906.0,22383.0,36625.0,105938.0,28854.0,21328.0,26758.0,1.1,19.0,0.5,23.7,16.8,9.9,11.8,10.5,6.7,Cle Elum,WA
22411,1600000US5338845,region.place,2013,37885.0,21985.0,54293.0,32195.0,24902.0,40000.0,52300.0,27163.0,20096.0,23810.0,2.8,17.3,1.6,12.8,18.6,22.4,6.2,5.3,13.0,Leavenworth,WA
22412,1600000US5312175,region.place,2013,48333.0,41310.0,85729.0,82333.0,61389.0,71563.0,99773.0,31417.0,36000.0,58561.0,0.7,9.1,1.4,6.9,13.8,12.1,10.2,15.4,30.4,Chico,WA
22422,1600000US5323830,region.place,2013,51563.0,32198.0,60694.0,51250.0,43224.0,69464.0,60125.0,47266.0,26071.0,44531.0,2.5,5.5,0.4,15.7,17.9,20.5,10.2,13.0,14.3,Fife Heights,WA
22449,1600000US5377630,region.place,2013,40804.0,14417.0,52578.0,19884.0,18256.0,69097.0,54531.0,15000.0,6845.0,25417.0,3.2,14.2,1.9,13.0,25.6,17.1,2.2,13.6,9.2,Westport,WA
22451,1600000US5316690,region.place,2013,37083.0,16250.0,52031.0,29438.0,20250.0,44479.0,71250.0,30365.0,29583.0,21250.0,1.1,14.9,5.0,13.5,14.9,29.9,5.0,7.5,8.2,Darrington,WA
22456,1600000US5314870,region.place,2013,40000.0,30192.0,52237.0,38646.0,35889.0,53618.0,60893.0,27237.0,36500.0,39485.0,0.6,2.4,1.9,17.8,27.5,30.0,10.1,6.7,3.0,Cosmopolis,WA
22478,1600000US5322010,region.place,2013,35096.0,21198.0,38333.0,29891.0,27120.0,30859.0,55938.0,35000.0,18203.0,29205.0,8.0,15.6,3.2,19.6,18.6,14.9,6.6,9.0,4.5,Entiat,WA
22489,1600000US5368330,region.place,2013,22143.0,20288.0,46488.0,35375.0,26008.0,46250.0,46429.0,28631.0,29018.0,22107.0,1.1,27.5,2.7,12.9,21.8,17.5,7.3,6.2,3.0,Sumas,WA
22493,1600000US5338355,region.place,2013,26500.0,19219.0,72917.0,28750.0,23250.0,21324.0,46875.0,17212.0,45682.0,24107.0,3.8,17.2,8.3,17.2,23.6,2.5,1.9,12.1,13.4,Langley,WA
22530,1600000US5360510,region.place,2013,54583.0,35417.0,57500.0,48889.0,44219.0,50875.0,63917.0,27500.0,56250.0,42768.0,1.2,4.0,0.6,11.2,19.9,29.8,5.6,14.3,13.4,Ruston,WA
22590,1600000US5350325,region.place,2013,35781.0,21750.0,36818.0,27045.0,24659.0,38250.0,31667.0,22708.0,9375.0,17375.0,2.6,20.0,1.7,16.5,32.2,11.3,6.1,0.9,8.7,Oakesdale,WA
22745,1600000US5531000,region.place,2013,31527.0,21806.0,41124.0,31368.0,26033.0,41610.0,58841.0,26179.0,21919.0,31250.0,3.7,17.0,2.3,24.6,23.4,13.7,4.3,5.0,6.0,Green Bay,WI
22750,1600000US5522300,region.place,2013,32529.0,17373.0,42390.0,25073.0,20928.0,36674.0,53960.0,24473.0,21050.0,30119.0,3.8,17.0,3.1,21.9,21.8,15.7,6.1,6.2,4.4,Eau Claire,WI
22752,1600000US5537825,region.place,2013,35567.0,23987.0,46455.0,33920.0,27656.0,46993.0,61134.0,27336.0,22351.0,30825.0,2.3,13.6,2.0,21.1,23.9,19.1,6.3,7.3,4.4,Janesville,WI
22754,1600000US5540775,region.place,2013,32145.0,15087.0,37305.0,22354.0,17970.0,38693.0,52855.0,23268.0,17046.0,29693.0,3.6,21.2,2.4,21.7,24.1,13.9,4.1,4.8,4.2,La Crosse,WI
